Date,CO (ppm),NO2 (ppb),O3 (ppm),PM2.5 (ug/m3 LC),SO2 (ppb)
2022-05-18,0.2,28.0,0.04,7.7,1.0
2022-05-19,0.3,31.0,0.05,6.4,1.0
2022-05-20,0.1,19.0,0.05,7.2,0.0
2022-05-21,0.0,17.0,0.05,5.8,0.0
2022-05-22,0.1,28.0,0.05,5.0,0.0
2022-05-23,0.2,31.0,0.05,11.3,0.0
2022-05-24,0.2,27.0,0.06,7.3,0.0
2022-05-25,0.2,30.0,0.06,11.7,1.0
2022-05-26,0.2,29.0,0.06,12.7,0.0
2022-05-27,0.2,30.0,0.05,11.1,0.0
2022-05-28,0.2,21.0,0.04,16.2,0.0
2022-05-29,0.0,7.0,0.06,4.8,0.0
2022-05-30,0.1,22.0,0.06,7.5,0.0
2022-05-31,0.2,34.0,0.06,7.6,1.0
2022-06-01,0.3,38.0,0.06,16.1,0.0
2022-06-02,0.4,42.0,0.06,25.1,0.0
2022-06-03,0.2,26.0,0.05,14.6,0.0
2022-06-04,0.2,29.0,0.05,11.3,0.0
2022-06-05,0.2,19.0,0.05,11.4,0.0
2022-06-06,0.2,22.0,0.04,15.3,0.0
2022-06-07,0.2,23.0,0.05,15.0,0.0
2022-06-08,0.2,22.0,0.05,9.7,0.0
2022-06-09,0.3,26.0,0.06,13.4,0.0
2022-06-10,0.2,26.12,0.06,9.6,0.0
2022-06-11,0.18,26.25,0.05,12.5,0.0
2022-06-12,0.17,26.38,0.05,13.8,0.0
2022-06-13,0.15,26.5,0.05,10.5,0.0
2022-06-14,0.13,26.62,0.04,12.1,0.0
2022-06-15,0.12,26.75,0.04,10.3,0.0
2022-06-16,0.1,26.88,0.04,12.5,0.0
2022-06-17,0.2,27.0,0.03,11.3,0.0
2022-06-18,0.1,13.0,0.03,12.5,0.0
2022-06-19,0.0,10.0,0.03,13.7,0.0
2022-06-20,0.3,27.0,0.03,14.9,0.0
2022-06-21,0.4,27.0,0.06,14.6,0.0
2022-06-22,0.1,23.0,0.06,13.2,0.0
2022-06-23,0.1,19.0,0.06,14.5,0.0
2022-06-24,0.1,17.0,0.06,10.5,0.0
2022-06-25,0.1,15.0,0.06,10.9,0.0
2022-06-26,0.1,15.0,0.05,9.38,0.0
2022-06-27,0.2,15.0,0.07,7.85,0.0
2022-06-28,0.1,28.0,0.06,6.32,0.0
2022-06-29,0.1,25.0,0.06,4.8,0.0
2022-06-30,0.2,21.0,0.06,5.3,0.0
2022-07-01,0.2,16.0,0.05,4.8,0.0
2022-07-02,0.0,23.0,0.04,5.2,1.0
2022-07-03,0.1,21.0,0.04,5.4,0.0
2022-07-04,0.0,12.0,0.04,7.5,0.0
2022-07-05,0.1,17.0,0.04,6.5,0.0
2022-07-06,0.1,30.0,0.04,2.6,1.0
2022-07-07,0.3,35.0,0.05,4.2,0.0
2022-07-08,0.2,28.0,0.04,3.9,0.0
2022-07-09,0.1,17.0,0.05,3.1,0.0
2022-07-10,0.1,18.0,0.06,2.7,0.0
2022-07-11,0.2,28.0,0.05,4.0,0.0
2022-07-12,0.2,20.0,0.05,5.2,0.0
2022-07-13,0.1,13.0,0.06,8.1,0.0
2022-07-14,0.2,19.0,0.07,5.1,0.0
2022-07-15,0.1,16.0,0.07,5.7,0.0
2022-07-16,0.1,11.0,0.06,6.0,0.0
2022-07-17,0.1,12.0,0.07,5.5,0.0
2022-07-18,0.2,25.0,0.06,4.8,0.0
2022-07-19,0.1,23.0,0.05,5.4,0.0
2022-07-20,0.2,14.0,0.06,4.7,0.0
2022-07-21,0.1,12.0,0.06,6.7,0.0
2022-07-22,0.2,23.0,0.06,5.6,0.0
2022-07-23,0.1,13.0,0.06,4.7,0.0
2022-07-24,0.1,7.0,0.06,8.4,0.0
2022-07-25,0.2,13.0,0.06,3.0,0.0
2022-07-26,0.2,21.0,0.05,3.9,0.0
2022-07-27,0.2,13.0,0.05,4.3,0.0
2022-07-28,0.3,19.0,0.05,5.5,0.0
2022-07-29,0.1,11.0,0.06,4.3,0.0
2022-07-30,0.1,18.0,0.06,5.6,0.0
2022-07-31,0.1,11.0,0.06,5.7,0.0
2022-08-01,0.2,13.0,0.06,4.0,0.0
2022-08-02,0.2,18.0,0.05,4.3,0.0
2022-08-03,0.2,10.0,0.04,4.4,0.0
2022-08-04,0.2,22.0,0.07,4.1,0.0
2022-08-05,0.3,34.0,0.06,4.3,1.0
2022-08-06,0.4,37.0,0.06,4.8,0.0
2022-08-07,0.1,8.0,0.06,5.5,0.0
2022-08-08,0.2,9.0,0.07,3.3,0.0
2022-08-09,0.3,24.0,0.06,5.5,0.0
2022-08-10,0.2,25.0,0.07,4.2,0.0
2022-08-11,0.2,12.0,0.06,3.1,0.0
2022-08-12,0.1,17.0,0.06,4.9,0.0
2022-08-13,0.1,13.0,0.07,4.1,0.0
2022-08-14,0.1,12.0,0.05,3.8,0.0
2022-08-15,0.2,21.0,0.07,4.3,0.0
2022-08-16,0.3,25.0,0.07,4.7,0.0
2022-08-17,0.2,18.0,0.06,4.6,0.0
2022-08-18,0.2,11.0,0.07,5.4,0.0
2022-08-19,0.2,14.0,0.06,4.8,0.0
2022-08-20,0.1,12.0,0.05,3.2,0.0
2022-08-21,0.1,11.0,0.06,3.9,0.0
2022-08-22,0.2,17.0,0.06,5.3,0.0
2022-08-23,0.2,18.0,0.08,5.4,0.0
2022-08-24,0.2,13.0,0.06,2.6,0.0
2022-08-25,0.2,11.0,0.06,4.3,0.0
2022-08-26,0.3,21.0,0.07,5.3,0.0
2022-08-27,0.2,21.0,0.06,5.3,0.0
2022-08-28,0.3,19.0,0.04,5.3,0.0
2022-08-29,0.3,32.0,0.05,5.1,0.0
2022-08-30,0.4,28.0,0.06,5.5,0.0
2022-08-31,0.4,20.0,0.07,3.4,0.0
2022-09-01,0.3,23.0,0.07,3.6,0.0
2022-09-02,0.3,23.0,0.07,7.9,0.0
2022-09-03,0.2,10.0,0.05,4.3,2.0
2022-09-04,0.2,18.0,0.06,4.5,0.0
2022-09-05,0.3,33.0,0.06,6.0,0.0
2022-09-06,0.3,24.0,0.05,4.3,0.0
2022-09-07,0.2,15.0,0.06,5.9,0.0
2022-09-08,0.2,11.0,0.06,5.3,1.0
2022-09-09,0.1,18.0,0.04,5.5,0.0
2022-09-10,0.0,18.0,0.05,2.2,0.0
2022-09-11,0.1,22.0,0.05,4.3,0.0
2022-09-12,0.1,20.0,0.05,3.5,0.0
2022-09-13,0.1,18.0,0.04,3.2,0.0
2022-09-14,0.1,26.0,0.04,4.5,0.0
2022-09-15,0.1,23.0,0.05,4.7,0.0
2022-09-16,0.2,30.0,0.06,5.7,1.0
2022-09-17,0.3,32.0,0.05,5.2,1.0
2022-09-18,0.3,30.0,0.05,5.4,0.0
2022-09-19,0.2,33.0,0.05,4.4,0.0
2022-09-20,0.2,20.0,0.05,5.3,0.0
2022-09-21,0.3,22.0,0.03,7.7,0.0
2022-09-22,0.2,22.0,0.04,12.3,0.0
2022-09-23,0.3,22.0,0.04,4.5,0.0
2022-09-24,0.2,27.0,0.05,3.4,0.0
2022-09-25,0.4,41.0,0.05,4.4,1.0
2022-09-26,0.6,31.0,0.06,4.7,1.0
2022-09-27,0.1,22.0,0.05,3.8,0.0
2022-09-28,0.2,28.0,0.04,4.2,1.0
2022-09-29,0.2,24.0,0.05,5.0,1.0
2022-09-30,0.2,20.0,0.05,6.5,0.0
2022-10-01,0.1,24.0,0.05,5.5,0.0
2022-10-02,0.3,30.0,0.05,4.6,0.0
2022-10-03,0.5,31.0,0.05,5.4,1.0
2022-10-04,0.2,27.0,0.04,4.0,1.0
2022-10-05,0.2,35.0,0.05,3.6,0.0
2022-10-06,0.1,17.0,0.05,2.8,0.0
2022-10-07,0.1,12.0,0.05,3.4,0.0
2022-10-08,0.2,22.0,0.04,3.0,0.0
2022-10-09,0.2,29.0,0.05,3.1,0.0
2022-10-10,0.3,37.0,0.05,4.7,0.0
2022-10-11,0.4,38.0,0.04,5.3,0.0
2022-10-12,0.5,43.0,0.05,8.3,3.0
2022-10-13,0.8,49.0,0.06,7.5,1.0
2022-10-14,0.7,39.0,0.05,5.5,2.0
2022-10-15,0.3,28.0,0.03,6.5,2.0
2022-10-16,0.3,28.0,0.04,5.5,0.0
2022-10-17,0.4,23.0,0.04,4.5,0.0
2022-10-18,0.1,15.0,0.04,3.5,0.0
2022-10-19,0.3,33.0,0.04,4.3,0.0
2022-10-20,0.5,41.0,0.05,5.1,1.0
2022-10-21,0.6,37.0,0.04,6.6,1.0
2022-10-22,0.8,31.0,0.04,7.7,1.0
2022-10-23,0.1,9.0,0.04,4.4,0.0
2022-10-24,0.3,34.0,0.04,3.2,0.0
2022-10-25,0.7,41.0,0.03,7.4,1.0
2022-10-26,0.7,44.0,0.04,9.5,1.0
2022-10-27,0.7,36.0,0.04,11.3,1.0
2022-10-28,0.9,50.0,0.04,6.3,1.0
2022-10-29,1.2,47.0,0.04,13.9,1.0
2022-10-30,1.0,47.0,0.04,12.8,1.0
2022-10-31,0.9,50.0,0.03,14.5,2.0
2022-11-01,0.9,45.0,0.03,13.0,1.0
2022-11-02,0.9,28.0,0.04,7.5,1.0
2022-11-03,0.4,17.0,0.04,5.0,0.0
2022-11-04,0.7,34.0,0.03,10.4,1.0
2022-11-05,0.9,40.0,0.03,16.3,1.0
2022-11-06,1.1,40.0,0.04,15.3,1.0
2022-11-07,1.2,44.0,0.03,10.5,1.0
2022-11-08,1.1,34.0,0.03,9.8,1.0
2022-11-09,1.0,24.0,0.02,3.9,0.0
2022-11-10,1.1,27.0,0.04,6.9,0.0
2022-11-11,1.6,36.0,0.03,12.6,1.0
2022-11-12,1.5,37.0,0.03,15.8,1.0
2022-11-13,1.2,31.0,0.04,21.6,1.0
2022-11-14,0.9,42.0,0.03,12.2,1.0
2022-11-15,0.6,42.0,0.03,16.3,1.0
2022-11-16,0.5,34.0,0.04,8.8,1.0
2022-11-17,0.8,45.0,0.04,14.3,1.0
2022-11-18,1.3,43.0,0.04,16.3,2.0
2022-11-19,1.2,43.0,0.04,27.1,2.0
2022-11-20,0.8,40.0,0.04,12.9,1.0
2022-11-21,1.1,44.0,0.04,15.9,2.0
2022-11-22,1.2,43.0,0.04,16.9,2.0
2022-11-23,1.1,36.0,0.03,14.6,1.0
2022-11-24,0.9,31.0,0.04,21.8,1.0
2022-11-25,0.7,36.0,0.04,28.5,2.0
2022-11-26,1.0,38.0,0.03,22.6,1.0
2022-11-27,1.1,38.0,0.04,27.0,1.0
2022-11-28,0.9,39.0,0.03,14.1,2.0
2022-11-29,0.9,40.0,0.03,15.9,0.0
2022-11-30,0.8,40.0,0.03,11.7,1.0
2022-12-01,1.2,41.0,0.02,17.2,1.0
2022-12-02,1.2,40.0,0.03,18.0,1.0
2022-12-03,1.1,30.0,0.02,14.5,1.0
2022-12-04,0.5,16.0,0.01,9.6,0.0
2022-12-05,0.7,25.0,0.02,10.2,0.0
2022-12-06,0.8,26.0,0.02,12.5,0.0
2022-12-07,0.6,35.0,0.03,14.3,0.0
2022-12-08,0.9,43.0,0.02,10.9,1.0
2022-12-09,1.0,35.5,0.02,17.4,2.0
2022-12-10,1.3,28.0,0.03,34.0,1.0
2022-12-11,1.2,20.5,0.03,31.0,1.0
2022-12-12,0.8,13.0,0.04,3.1,0.0
2022-12-13,0.3,27.0,0.03,5.7,0.0
2022-12-14,0.6,29.0,0.03,8.4,1.0
2022-12-15,0.6,38.0,0.02,16.6,1.0
2022-12-16,1.0,37.0,0.02,19.0,2.0
2022-12-17,1.3,46.0,0.03,29.4,1.0
2022-12-18,1.3,39.0,0.02,27.8,2.0
2022-12-19,1.2,48.0,0.02,25.0,1.0
2022-12-20,1.4,47.0,0.01,22.7,2.0
2022-12-21,1.6,42.0,0.02,23.2,1.0
2022-12-22,1.1,41.0,0.02,25.8,1.0
2022-12-23,1.4,48.0,0.02,29.5,2.0
2022-12-24,1.7,46.0,0.02,62.7,2.0
2022-12-25,1.8,45.0,0.03,84.5,1.0
2022-12-26,1.3,43.0,0.02,28.7,2.0
2022-12-27,1.4,44.0,0.02,21.0,2.0
2022-12-28,1.3,35.0,0.02,10.6,1.0
2022-12-29,0.5,33.0,0.02,10.0,0.0
2022-12-30,0.6,29.0,0.02,10.8,0.0
2022-12-31,0.7,27.0,0.02,64.2,0.0
2023-01-01,0.4,16.0,0.03,30.5,0.0
2023-01-02,0.2,26.0,0.04,4.9,0.0
2023-01-03,0.4,34.0,0.03,6.7,0.0
2023-01-04,0.6,38.0,0.04,6.0,0.0
2023-01-05,0.7,32.0,0.02,5.6,0.0
2023-01-06,1.0,42.0,0.01,24.0,1.0
2023-01-07,1.4,39.0,0.03,22.8,1.0
2023-01-08,1.2,44.0,0.03,27.2,1.0
2023-01-09,1.3,45.0,0.02,18.1,1.0
2023-01-10,1.1,37.0,0.02,13.0,1.0
2023-01-11,0.8,43.0,0.03,10.9,0.0
2023-01-12,1.2,41.0,0.03,13.0,2.0
2023-01-13,1.0,44.0,0.03,12.0,3.0
2023-01-14,1.5,44.0,0.01,22.5,1.0
2023-01-15,0.8,33.0,0.02,14.4,0.0
2023-01-16,0.4,20.0,0.03,3.4,0.0
2023-01-17,0.3,25.0,0.04,2.1,0.0
2023-01-18,0.5,35.0,0.03,5.5,1.0
2023-01-19,0.5,35.0,0.03,8.4,1.0
2023-01-20,0.6,32.0,0.03,8.7,0.0
2023-01-21,0.7,37.0,0.03,16.7,0.0
2023-01-22,1.0,31.0,0.03,18.1,0.0
2023-01-23,0.3,28.0,0.03,3.2,0.0
2023-01-24,0.6,40.0,0.03,10.0,1.0
2023-01-25,0.7,42.0,0.02,15.5,0.0
2023-01-26,1.0,51.0,0.04,8.2,2.0
2023-01-27,1.0,45.0,0.03,13.3,2.0
2023-01-28,1.1,42.0,0.03,17.6,1.0
2023-01-29,1.1,22.0,0.04,9.1,0.0
2023-01-30,0.6,37.0,0.04,7.1,0.0
2023-01-31,0.9,33.0,0.03,8.0,0.0
2023-02-01,0.8,33.0,0.03,8.3,2.0
2023-02-02,1.0,46.0,0.03,9.8,1.0
2023-02-03,1.3,43.0,0.04,19.1,2.0
2023-02-04,1.4,48.0,0.03,21.8,2.0
2023-02-05,1.2,42.0,0.04,21.1,1.0
2023-02-06,0.6,39.0,0.04,6.9,1.0
2023-02-07,0.5,37.0,0.04,5.9,0.0
2023-02-08,0.7,42.0,0.04,13.2,1.0
2023-02-09,0.9,36.0,0.04,9.0,1.0
2023-02-10,0.4,26.0,0.04,6.0,0.0
2023-02-11,0.3,32.0,0.04,8.1,0.0
2023-02-12,0.4,27.0,0.04,5.5,1.0
2023-02-13,0.2,26.0,0.04,5.0,0.0
2023-02-14,0.3,22.0,0.04,6.1,0.0
2023-02-15,0.3,32.0,0.04,4.8,0.0
2023-02-16,0.6,31.0,0.04,8.8,0.0
2023-02-17,0.2,19.0,0.04,3.6,0.0
2023-02-18,0.5,44.0,0.04,8.4,1.0
2023-02-19,1.0,37.0,0.04,11.7,1.0
2023-02-20,0.5,34.0,0.03,8.3,2.0
2023-02-21,0.6,31.0,0.04,6.4,1.0
2023-02-22,0.2,8.0,0.05,9.4,0.0
2023-02-23,0.2,17.0,0.04,4.0,0.0
2023-02-24,0.6,39.0,0.04,6.8,0.0
2023-02-25,0.7,34.0,0.04,5.6,1.0
2023-02-26,0.4,37.0,0.05,4.6,0.0
2023-02-27,0.4,38.0,0.04,5.3,0.0
2023-02-28,0.5,33.0,0.04,6.3,1.0
2023-03-01,0.3,36.0,0.04,2.6,0.0
2023-03-02,0.3,31.0,0.04,6.8,1.0
2023-03-03,0.5,41.0,0.04,14.8,0.0
2023-03-04,0.6,39.0,0.05,15.6,0.0
2023-03-05,0.7,36.0,0.04,10.2,1.0
2023-03-06,0.7,38.0,0.04,9.9,0.0
2023-03-07,0.7,44.0,0.04,9.6,2.0
2023-03-08,0.7,44.0,0.05,9.4,0.0
2023-03-09,0.8,52.0,0.03,13.2,1.0
2023-03-10,0.9,31.0,0.04,9.2,1.0
2023-03-11,0.4,25.0,0.03,3.4,1.0
2023-03-12,0.6,36.0,0.04,6.8,0.0
2023-03-13,0.7,33.0,0.04,6.7,1.0
2023-03-14,0.5,34.0,0.04,5.5,0.0
2023-03-15,0.4,28.0,0.03,6.0,0.0
2023-03-16,0.5,34.0,0.04,6.4,0.0
2023-03-17,0.6,39.0,0.05,8.8,0.0
2023-03-18,0.7,38.0,0.05,9.1,0.0
2023-03-19,0.4,28.0,0.04,4.4,0.0
2023-03-20,0.5,32.0,0.04,8.1,0.0
2023-03-21,0.4,19.0,0.02,3.1,0.0
2023-03-22,0.4,32.0,0.05,2.7,0.0
2023-03-23,0.5,32.0,0.05,5.2,1.0
2023-03-24,0.3,22.0,0.05,4.3,0.0
2023-03-25,0.6,36.0,0.05,9.8,0.0
2023-03-26,0.3,17.0,0.05,5.2,0.0
2023-03-27,0.4,35.0,0.05,6.7,1.0
2023-03-28,0.7,38.0,0.05,6.4,1.0
2023-03-29,0.4,28.0,0.05,6.8,1.0
2023-03-30,0.3,12.0,0.05,2.5,0.0
2023-03-31,0.6,41.0,0.05,5.7,0.0
2023-04-01,0.8,36.0,0.06,6.4,0.0
2023-04-02,0.6,42.0,0.06,7.2,0.0
2023-04-03,0.6,28.0,0.05,11.6,1.0
2023-04-04,0.4,22.0,0.05,12.0,0.0
2023-04-05,0.4,27.0,0.05,5.5,0.0
2023-04-06,0.7,35.0,0.06,7.3,1.0
2023-04-07,0.6,36.0,0.06,9.4,0.0
2023-04-08,0.8,47.0,0.06,11.1,1.0
2023-04-09,1.1,48.0,0.06,10.4,0.0
2023-04-10,0.9,47.0,0.06,8.5,0.0
2023-04-11,0.7,43.0,0.06,6.6,0.0
2023-04-12,0.7,38.0,0.05,8.0,0.0
2023-04-13,0.4,29.0,0.05,5.9,0.0
2023-04-14,0.4,38.0,0.05,7.2,0.0
2023-04-15,0.7,44.0,0.06,10.2,2.0
2023-04-16,1.0,50.0,0.07,11.1,0.0
2023-04-17,0.8,43.0,0.06,9.0,0.0
2023-04-18,0.3,41.88,0.06,11.5,1.0
2023-04-19,0.2,40.75,0.06,9.4,1.0
2023-04-20,0.4,39.62,0.06,8.8,0.0
2023-04-21,0.5,38.5,0.06,5.8,1.0
2023-04-22,0.5,37.38,0.05,5.4,1.0
2023-04-23,0.4,36.25,0.06,4.5,0.0
2023-04-24,0.3,35.12,0.05,5.4,0.0
2023-04-25,0.3,34.0,0.05,5.7,0.0
2023-04-26,0.3,32.88,0.06,6.0,1.0
2023-04-27,0.4,31.75,0.06,5.6,0.0
2023-04-28,0.4,30.62,0.06,7.8,0.0
2023-04-29,0.7,29.5,0.06,5.3,1.0
2023-04-30,1.1,28.38,0.06,7.4,1.0
2023-05-01,0.4,27.25,0.05,6.8,1.0
2023-05-02,0.4,26.12,0.04,5.4,0.0
2023-05-03,0.3,25.0,0.05,6.0,1.0
2023-05-04,0.4,17.0,0.05,5.7,0.0
2023-05-05,0.5,26.0,0.05,8.7,0.0
2023-05-06,0.7,30.0,0.05,5.2,0.0
2023-05-07,0.5,19.0,0.06,5.9,0.0
2023-05-08,0.5,35.0,0.06,5.6,0.0
2023-05-09,0.4,28.0,0.06,7.3,0.0
2023-05-10,0.4,42.0,0.06,8.9,1.0
2023-05-11,0.5,33.0,0.06,9.7,0.0
2023-05-12,0.6,38.0,0.07,9.2,1.0
2023-05-13,0.7,47.0,0.06,9.2,0.0
2023-05-14,0.8,21.0,0.07,6.3,0.0
2023-05-15,0.5,21.0,0.06,5.2,0.0
2023-05-16,0.5,17.0,0.07,5.4,0.0
2023-05-17,0.3,20.0,0.08,6.1,0.0
2023-05-18,0.2,15.0,0.06,5.4,0.0
2023-05-19,0.2,14.0,0.05,4.5,0.0
2023-05-20,0.4,32.0,0.07,5.9,1.0
2023-05-21,0.6,31.0,0.07,4.8,1.0
2023-05-22,0.3,31.0,0.06,5.0,1.0
2023-05-23,0.3,29.0,0.05,3.8,1.0
2023-05-24,0.3,24.0,0.06,4.0,0.0
2023-05-25,0.3,27.0,0.06,4.2,1.0
2023-05-26,0.3,26.0,0.05,4.4,0.0
2023-05-27,0.4,30.0,0.06,4.3,0.0
2023-05-28,0.6,31.0,0.06,4.5,1.0
2023-05-29,0.2,22.0,0.05,3.6,0.0
2023-05-30,0.3,28.0,0.04,4.8,0.0
2023-05-31,0.2,23.0,0.05,4.7,0.0
2023-06-01,0.3,26.0,0.06,5.4,0.0
2023-06-02,0.3,25.0,0.06,5.0,0.0
2023-06-03,0.3,25.0,0.06,7.3,0.0
2023-06-04,0.3,23.0,0.07,6.4,0.0
2023-06-05,0.3,36.0,0.06,6.4,0.0
2023-06-06,0.2,24.0,0.05,5.0,0.0
2023-06-07,0.3,38.0,0.06,6.9,1.0
2023-06-08,0.2,28.0,0.07,6.3,0.0
2023-06-09,0.4,47.0,0.06,5.7,0.0
2023-06-10,0.7,41.0,0.06,5.6,1.0
2023-06-11,0.2,17.0,0.05,4.1,0.0
2023-06-12,0.2,18.0,0.06,4.6,0.0
2023-06-13,0.2,38.0,0.07,5.1,0.0
2023-06-14,0.5,31.0,0.07,6.7,1.0
2023-06-15,0.2,24.0,0.06,4.6,0.0
2023-06-16,0.3,47.0,0.06,5.4,0.0
2023-06-17,0.6,47.0,0.07,6.0,1.0
2023-06-18,0.7,42.0,0.06,5.4,0.0
2023-06-19,0.2,30.0,0.06,6.3,0.0
2023-06-20,0.3,34.0,0.05,3.3,2.0
2023-06-21,0.2,28.0,0.05,4.5,2.0
2023-06-22,0.2,35.0,0.08,6.3,0.0
2023-06-23,0.3,42.0,0.06,8.6,0.0
2023-06-24,0.6,43.0,0.07,7.3,1.0
2023-06-25,0.8,45.0,0.07,7.4,0.0
2023-06-26,0.4,42.0,0.06,6.9,1.0
2023-06-27,0.4,33.0,0.06,6.2,1.0
2023-06-28,0.3,42.0,0.06,6.9,0.0
2023-06-29,0.4,44.0,0.06,5.7,1.0
2023-06-30,0.6,38.0,0.07,7.2,0.0
2023-07-01,0.5,45.0,0.07,8.6,1.0
2023-07-02,0.4,32.0,0.06,7.2,0.0
2023-07-03,0.3,29.0,0.06,6.9,1.0
2023-07-04,0.1,10.0,0.06,18.6,1.0
2023-07-05,0.3,38.0,0.05,7.4,1.0
2023-07-06,0.5,37.0,0.05,6.2,1.0
2023-07-07,0.3,43.0,0.07,7.7,1.0
2023-07-08,0.3,30.0,0.06,5.3,0.0
2023-07-09,0.2,18.0,0.06,4.7,0.0
2023-07-10,0.3,22.0,0.06,7.4,0.0
2023-07-11,0.2,11.0,0.05,5.1,0.0
2023-07-12,0.2,13.0,0.05,7.1,0.0
2023-07-13,0.2,12.0,0.04,5.9,0.0
2023-07-14,0.2,19.0,0.04,7.1,1.0
2023-07-15,0.2,16.0,0.05,5.9,0.0
2023-07-16,0.1,6.0,0.05,4.5,0.0
2023-07-17,0.2,15.0,0.06,10.9,0.0
2023-07-18,0.3,25.0,0.06,6.6,1.0
2023-07-19,0.3,31.0,0.06,6.7,1.0
2023-07-20,0.3,27.0,0.06,7.0,1.0
2023-07-21,0.3,29.0,0.06,11.8,0.0
2023-07-22,0.2,17.0,0.07,8.9,0.0
2023-07-23,0.1,11.0,0.06,6.5,0.0
2023-07-24,0.2,19.0,0.08,6.0,0.0
2023-07-25,0.2,17.0,0.07,6.2,0.0
2023-07-26,0.3,31.0,0.06,14.9,0.0
2023-07-27,0.3,31.0,0.08,9.0,0.0
2023-07-28,0.3,23.0,0.05,7.4,0.0
2023-07-29,0.3,30.0,0.05,7.6,1.0
2023-07-30,0.2,9.0,0.06,7.6,0.0
2023-07-31,0.2,10.0,0.08,6.8,0.0
2023-08-01,0.2,11.0,0.06,5.6,0.0
2023-08-02,0.2,17.0,0.05,5.8,0.0
2023-08-03,0.3,28.0,0.05,6.3,0.0
2023-08-04,0.5,35.0,0.06,6.7,1.0
2023-08-05,0.2,32.0,0.05,3.8,1.0
2023-08-06,0.4,29.0,0.04,6.0,0.0
2023-08-07,0.1,10.0,0.04,4.7,0.0
2023-08-08,0.1,13.0,0.04,5.2,0.0
2023-08-09,0.2,14.0,0.04,4.9,0.0
2023-08-10,0.1,11.0,0.03,2.9,0.0
2023-08-11,0.2,15.0,0.04,3.1,0.0
2023-08-12,0.1,11.0,0.04,2.9,0.0
2023-08-13,0.1,12.0,0.04,3.0,0.0
2023-08-14,0.3,23.0,0.05,5.7,0.0
2023-08-15,0.2,15.0,0.06,4.5,0.0
2023-08-16,0.2,29.0,0.06,4.9,0.0
2023-08-17,0.2,16.0,0.08,5.1,0.0
2023-08-18,0.2,11.0,0.07,4.2,0.0
2023-08-19,0.1,14.0,0.04,3.7,1.0
2023-08-20,0.1,8.0,0.04,4.9,0.0
2023-08-21,0.2,13.0,0.04,5.6,0.0
2023-08-22,0.3,24.0,0.06,5.2,0.0
2023-08-23,0.4,35.0,0.05,6.3,2.0
2023-08-24,0.4,32.0,0.07,4.8,0.0
2023-08-25,0.5,32.0,0.07,7.0,1.0
2023-08-26,0.3,28.0,0.06,4.5,0.0
2023-08-27,0.2,15.0,0.06,3.9,0.0
2023-08-28,0.2,15.0,0.07,4.3,0.0
2023-08-29,0.3,40.0,0.06,4.4,0.0
2023-08-30,0.5,37.0,0.06,6.2,0.0
2023-08-31,0.2,18.0,0.05,5.2,0.0
2023-09-01,0.2,18.0,0.04,4.3,0.0
2023-09-02,0.3,21.0,0.04,5.6,1.0
2023-09-03,0.2,16.0,0.04,4.8,0.0
2023-09-04,0.2,18.0,0.04,5.5,0.0
2023-09-05,0.3,28.0,0.05,4.8,2.0
2023-09-06,0.4,33.0,0.05,5.0,1.0
2023-09-07,0.5,28.0,0.05,4.8,1.0
2023-09-08,0.3,29.0,0.06,5.8,1.0
2023-09-09,0.5,25.0,0.06,7.0,1.0
2023-09-10,0.4,25.0,0.05,5.7,1.0
2023-09-11,0.2,20.0,0.04,5.0,0.0
2023-09-12,0.2,18.0,0.04,5.2,0.0
2023-09-13,0.2,6.0,0.04,3.4,0.0
2023-09-14,0.5,42.0,0.05,4.7,0.0
2023-09-15,0.6,42.0,0.06,6.0,0.0
2023-09-16,0.5,37.0,0.05,5.0,0.0
2023-09-17,0.3,29.0,0.04,5.0,1.0
2023-09-18,0.3,31.0,0.04,5.5,1.0
2023-09-19,0.5,38.0,0.04,5.4,1.0
2023-09-20,0.6,30.0,0.04,5.7,0.0
2023-09-21,0.3,27.0,0.04,5.6,1.0
2023-09-22,0.4,34.0,0.05,5.8,0.0
2023-09-23,0.7,42.0,0.05,8.9,1.0
2023-09-24,0.9,40.0,0.05,7.1,1.0
2023-09-25,0.7,37.0,0.05,7.1,1.0
2023-09-26,0.8,37.0,0.05,7.2,1.0
2023-09-27,0.8,39.0,0.05,8.9,1.0
2023-09-28,0.5,33.0,0.04,7.2,1.0
2023-09-29,0.5,49.0,0.04,7.6,2.0
2023-09-30,0.6,31.0,0.04,4.8,1.0
2023-10-01,0.2,16.0,0.04,12.2,1.0
2023-10-02,0.4,29.0,0.04,4.6,1.0
2023-10-03,0.4,35.0,0.05,4.8,0.0
2023-10-04,0.7,52.0,0.06,8.5,1.0
2023-10-05,1.1,56.0,0.05,11.7,2.0
2023-10-06,1.3,51.0,0.05,10.8,2.0
2023-10-07,0.6,20.0,0.05,6.2,0.0
2023-10-08,0.3,21.0,0.06,4.1,0.0
2023-10-09,0.7,38.0,0.05,6.0,3.0
2023-10-10,0.3,30.0,0.04,5.4,1.0
2023-10-11,0.4,26.0,0.05,6.7,1.0
2023-10-12,0.4,29.0,0.05,7.8,1.0
2023-10-13,0.6,38.0,0.05,7.3,0.0
2023-10-14,0.9,44.0,0.05,9.9,1.0
2023-10-15,1.2,40.0,0.05,10.0,2.0
