Date,CO (ppm),NO2 (ppb),O3 (ppm),PM2.5 (ug/m3 LC),SO2 (ppb)
2023-10-18,0.5,22.0,0.02,5.5,1.5
2023-10-19,0.4,25.8,0.02,6.7,0.8
2023-10-20,0.4,13.6,0.02,6.2,0.3
2023-10-21,0.4,15.7,0.01,6.2,0.2
2023-10-22,0.4,16.3,0.01,8.5,0.2
2023-10-23,0.5,28.9,0.03,10.4,0.3
2023-10-24,0.3,30.9,0.03,6.4,0.4
2023-10-25,0.3,16.0,0.02,3.4,0.2
2023-10-26,0.6,22.4,0.02,9.0,0.5
2023-10-27,0.3,16.2,0.03,5.8,0.1
2023-10-28,0.4,19.9,0.02,10.0,0.6
2023-10-29,0.4,21.2,0.02,9.2,0.2
2023-10-30,0.5,25.0,0.01,8.7,0.4
2023-10-31,0.9,28.2,0.0,19.1,2.2
2023-11-01,0.9,29.9,0.02,17.7,1.7
2023-11-02,0.5,23.0,0.04,4.0,0.3
2023-11-03,0.5,32.1,0.02,9.1,0.3
2023-11-04,0.4,15.2,0.04,4.8,0.2
2023-11-05,0.3,27.9,0.02,5.1,0.3
2023-11-06,0.5,32.8,0.03,6.8,0.6
2023-11-07,0.4,29.3,0.03,4.6,0.7
2023-11-08,0.6,35.6,0.02,9.4,0.7
2023-11-09,0.6,28.2,0.02,10.7,1.4
2023-11-10,0.4,23.6,0.03,7.1,0.2
2023-11-11,0.3,18.3,0.04,4.2,0.2
2023-11-12,0.5,25.8,0.02,5.9,0.6
2023-11-13,0.3,35.4,0.03,2.6,0.2
2023-11-14,0.4,23.6,0.02,5.0,0.4
2023-11-15,0.4,20.3,0.01,9.4,0.8
2023-11-16,0.4,21.1,0.01,7.8,0.3
2023-11-17,0.9,30.0,0.01,10.7,0.8
2023-11-18,0.9,25.5,0.03,17.8,1.8
2023-11-19,0.5,17.7,0.03,3.7,0.2
2023-11-20,0.8,27.5,0.01,4.8,0.5
2023-11-21,1.0,28.8,0.01,12.2,1.0
2023-11-22,0.3,20.3,0.02,5.3,0.2
2023-11-23,0.3,15.2,0.02,6.7,0.1
2023-11-24,0.5,23.6,0.02,8.4,0.2
2023-11-25,0.5,20.2,0.01,11.7,0.3
2023-11-26,0.5,23.0,0.0,13.6,0.5
2023-11-27,0.5,32.0,0.0,18.3,1.7
2023-11-28,0.43,33.2,0.01,27.9,2.4
2023-11-29,0.37,30.7,0.02,18.6,2.2
2023-11-30,0.3,28.2,0.02,14.8,2.4
2023-12-01,0.4,26.7,0.03,5.5,0.4
2023-12-02,0.4,19.7,0.03,6.0,0.4
2023-12-03,0.4,22.4,0.03,6.7,0.3
2023-12-04,0.5,30.6,0.02,7.5,0.6
2023-12-05,0.4,38.6,0.02,5.2,0.2
2023-12-06,0.5,38.6,0.02,6.9,0.3
2023-12-07,0.4,31.5,0.02,4.2,0.3
2023-12-08,0.5,35.1,0.02,6.3,0.2
2023-12-09,0.5,30.7,0.02,6.0,0.4
2023-12-10,0.4,25.7,0.03,4.0,0.3
2023-12-11,0.4,29.2,0.02,3.1,0.2
2023-12-12,1.0,23.6,0.01,9.3,1.4
2023-12-13,1.0,30.6,0.01,10.9,1.4
2023-12-14,0.5,22.0,0.0,5.5,0.6
2023-12-15,0.3,24.0,0.01,11.2,1.9
2023-12-16,0.43,22.8,0.0,12.2,1.6
2023-12-17,0.57,20.25,0.0,12.5,0.7
2023-12-18,0.7,17.7,0.0,15.8,1.8
2023-12-19,0.7,22.6,0.01,7.3,1.7
2023-12-20,0.6,27.8,0.0,8.2,2.6
2023-12-21,0.8,19.2,0.0,13.2,1.4
2023-12-22,0.7,22.1,0.03,5.7,0.8
2023-12-23,0.5,25.6,0.01,9.8,0.4
2023-12-24,0.6,27.2,0.03,8.7,0.7
2023-12-25,0.3,10.1,0.03,0.6,0.2
2023-12-26,0.33,26.2,0.02,2.8,0.2
2023-12-27,0.37,28.0,0.03,3.3,0.4
2023-12-28,0.4,30.7,0.03,2.5,0.2
2023-12-29,0.6,28.55,0.02,8.5,0.9
2023-12-30,0.3,26.4,0.02,6.3,0.5
2023-12-31,0.4,26.4,0.02,9.6,0.4
