Date,CO (ppm),NO2 (ppb),O3 (ppm),PM2.5 (ug/m3 LC),SO2 (ppb)
2022-05-26,0.4,26.4,0.05,13.2,0.1
2022-05-27,0.2,16.4,0.04,7.2,0.1
2022-05-28,0.2,14.1,0.04,6.9,0.2
2022-05-29,0.3,16.0,0.04,7.7,0.4
2022-05-30,0.2,13.7,0.04,12.6,0.3
2022-05-31,0.3,25.3,0.05,16.3,0.6
2022-06-01,0.5,30.3,0.05,19.0,0.6
2022-06-02,0.3,29.5,0.05,18.9,0.5
2022-06-03,0.3,20.1,0.05,13.0,0.2
2022-06-04,0.3,14.4,0.04,9.3,0.5
2022-06-05,0.3,18.0,0.04,7.2,0.6
2022-06-06,0.3,24.5,0.04,7.3,0.4
2022-06-07,0.4,22.2,0.05,11.8,0.4
2022-06-08,0.4,24.2,0.05,13.0,0.2
2022-06-09,0.4,27.9,0.07,16.9,0.4
2022-06-10,0.7,35.5,0.07,15.6,0.7
2022-06-11,0.6,25.7,0.06,9.9,0.2
2022-06-12,0.4,15.5,0.06,11.3,0.6
2022-06-13,0.3,23.0,0.04,6.3,0.5
2022-06-14,0.3,23.0,0.05,11.0,0.6
2022-06-15,0.4,27.9,0.06,15.8,0.3
2022-06-16,0.4,25.0,0.06,17.4,0.3
2022-06-17,0.3,18.4,0.05,10.2,0.6
2022-06-18,0.3,24.7,0.05,8.1,0.5
2022-06-19,0.4,21.2,0.05,9.3,0.6
2022-06-20,0.5,43.0,0.07,12.4,1.0
2022-06-21,0.5,30.8,0.05,17.0,1.1
2022-06-22,0.5,25.0,0.06,16.4,0.3
2022-06-23,0.4,29.2,0.05,12.7,0.4
2022-06-24,0.6,29.4,0.06,12.1,0.4
2022-06-25,0.5,23.4,0.05,11.6,0.4
2022-06-26,0.4,26.5,0.06,13.5,0.4
2022-06-27,0.6,38.8,0.07,12.8,0.5
2022-06-28,0.7,50.5,0.07,13.1,1.3
2022-06-29,0.4,27.0,0.05,14.2,0.7
2022-06-30,0.3,26.4,0.06,14.2,0.6
2022-07-01,0.4,30.4,0.05,12.5,0.5
2022-07-02,0.4,21.3,0.05,11.2,0.8
2022-07-03,0.3,17.6,0.04,9.8,0.6
2022-07-04,0.3,18.0,0.05,21.9,1.2
2022-07-05,0.4,20.3,0.04,31.6,1.0
2022-07-06,0.3,24.5,0.03,5.7,0.5
2022-07-07,0.5,21.9,0.04,7.0,0.9
2022-07-08,0.3,22.5,0.04,9.0,0.3
2022-07-09,0.4,28.0,0.05,9.4,0.6
2022-07-10,0.4,28.9,0.05,11.1,0.7
2022-07-11,0.4,18.7,0.04,11.2,0.7
2022-07-12,0.4,22.2,0.04,10.2,0.4
2022-07-13,0.3,17.0,0.04,7.0,0.2
2022-07-14,0.3,17.4,0.04,6.4,0.5
2022-07-15,0.4,23.4,0.05,9.0,0.3
2022-07-16,0.4,30.4,0.06,12.0,0.7
2022-07-17,0.4,26.1,0.06,10.8,0.6
2022-07-18,0.4,26.9,0.04,10.2,0.9
2022-07-19,0.6,23.8,0.05,9.1,1.2
2022-07-20,0.5,32.0,0.04,9.9,1.5
2022-07-21,0.4,27.9,0.05,10.3,1.2
2022-07-22,0.3,23.1,0.05,11.8,0.8
2022-07-23,0.3,13.5,0.05,12.6,0.6
2022-07-24,0.3,13.2,0.06,13.1,0.5
2022-07-25,0.3,19.8,0.05,10.5,0.7
2022-07-26,0.4,20.6,0.05,9.5,0.7
2022-07-27,0.4,19.8,0.05,8.1,0.6
2022-07-28,0.4,25.6,0.04,9.0,1.1
2022-07-29,0.3,25.1,0.05,7.7,0.9
2022-07-30,0.4,21.6,0.04,7.8,0.9
2022-07-31,0.3,18.1,0.05,6.7,1.3
2022-08-01,0.4,22.4,0.04,6.6,0.7
2022-08-02,0.3,18.4,0.03,6.0,0.6
2022-08-03,0.3,19.9,0.04,8.7,1.6
2022-08-04,0.3,22.3,0.04,9.2,1.0
2022-08-05,0.4,31.2,0.04,7.8,1.5
2022-08-06,0.4,26.7,0.04,9.0,1.7
2022-08-07,0.7,30.1,0.06,11.1,1.5
2022-08-08,0.5,33.4,0.06,12.4,1.6
2022-08-09,0.5,42.9,0.06,11.0,2.4
2022-08-10,0.6,40.1,0.06,10.7,2.3
2022-08-11,0.6,44.3,0.05,10.4,1.4
2022-08-12,0.7,45.6,0.06,12.2,1.4
2022-08-13,0.6,31.3,0.07,13.5,1.5
2022-08-14,0.5,28.2,0.07,14.5,1.7
2022-08-15,0.7,44.0,0.06,15.6,1.5
2022-08-16,0.7,47.6,0.06,13.2,1.3
2022-08-17,0.7,34.0,0.05,9.6,1.8
2022-08-18,0.5,24.2,0.04,8.5,0.9
2022-08-19,0.6,28.0,0.05,10.3,1.4
2022-08-20,0.3,16.6,0.05,10.6,1.0
2022-08-21,0.2,8.8,0.04,10.7,0.8
2022-08-22,0.3,15.2,0.04,8.8,0.5
2022-08-23,0.5,31.6,0.05,13.4,1.2
2022-08-24,0.4,26.1,0.04,10.2,1.1
2022-08-25,0.4,33.3,0.04,10.5,1.5
2022-08-26,0.5,23.5,0.04,8.7,0.8
2022-08-27,0.4,23.0,0.04,8.7,1.1
2022-08-28,0.2,8.7,0.04,6.8,0.7
2022-08-29,0.3,22.0,0.04,9.4,1.2
2022-08-30,0.6,41.3,0.05,14.7,1.3
2022-08-31,0.9,75.1,0.05,15.2,2.0
2022-09-01,0.7,42.5,0.06,17.2,1.9
2022-09-02,0.5,46.6,0.06,15.7,1.8
2022-09-03,0.5,32.8,0.08,13.4,1.6
2022-09-04,0.5,37.8,0.08,11.5,1.7
2022-09-05,0.4,25.0,0.07,11.8,1.4
2022-09-06,0.5,40.1,0.06,14.0,1.36
2022-09-07,0.6,51.9,0.06,15.9,1.32
2022-09-08,0.7,41.0,0.05,13.7,1.28
2022-09-09,0.4,36.4,0.03,7.6,1.24
2022-09-10,0.3,19.1,0.03,7.0,1.2
2022-09-11,0.2,13.8,0.04,5.0,1.0
2022-09-12,0.3,17.0,0.03,6.2,0.8
2022-09-13,0.4,25.1,0.04,12.7,1.1
2022-09-14,0.3,23.9,0.04,11.1,0.9
2022-09-15,0.3,26.1,0.04,9.5,0.8
2022-09-16,0.5,27.5,0.05,12.6,0.7
2022-09-17,0.5,23.2,0.05,12.5,0.5
2022-09-18,0.2,9.7,0.04,8.9,0.5
2022-09-19,0.4,21.9,0.03,5.4,0.5
2022-09-20,0.4,18.8,0.03,4.0,0.4
2022-09-21,0.3,20.6,0.03,4.6,0.4
2022-09-22,0.5,29.75,0.05,8.1,0.4
2022-09-23,0.7,38.9,0.06,9.9,0.7
2022-09-24,0.7,29.2,0.06,10.2,0.7
2022-09-25,0.7,33.2,0.05,12.5,0.9
2022-09-26,0.8,49.4,0.05,12.4,1.0
2022-09-27,0.9,65.1,0.06,13.1,0.8
2022-09-28,0.9,51.3,0.07,15.5,1.1
2022-09-29,0.7,31.6,0.05,14.2,0.5
2022-09-30,0.3,13.6,0.04,11.1,0.6
2022-10-01,0.2,8.4,0.05,8.4,0.2
2022-10-02,0.2,4.8,0.05,8.4,0.2
2022-10-03,0.5,31.8,0.05,9.0,0.4
2022-10-04,0.7,29.3,0.05,12.3,0.8
2022-10-05,0.5,28.3,0.06,17.1,0.4
2022-10-06,0.4,28.8,0.05,18.7,0.3
2022-10-07,0.5,34.9,0.06,19.8,0.3
2022-10-08,0.7,28.6,0.06,18.9,0.2
2022-10-09,0.4,16.7,0.05,14.0,0.4
2022-10-10,0.4,20.5,0.05,13.7,0.2
2022-10-11,0.4,19.2,0.05,11.7,0.1
2022-10-12,0.4,23.5,0.05,9.9,0.0
2022-10-13,0.4,25.5,0.04,22.1,0.1
2022-10-14,0.4,24.9,0.04,12.0,0.1
2022-10-15,0.3,13.7,0.04,5.2,0.0
2022-10-16,0.3,22.7,0.04,5.7,0.1
2022-10-17,0.5,31.2,0.04,8.0,0.1
2022-10-18,0.7,49.0,0.06,10.9,0.2
2022-10-19,0.7,47.2,0.05,7.0,0.3
2022-10-20,0.7,42.4,0.05,9.0,0.4
2022-10-21,0.5,33.2,0.05,10.9,0.6
2022-10-22,0.3,12.4,0.04,9.7,0.2
2022-10-23,0.4,24.2,0.04,7.2,0.2
2022-10-24,0.6,35.6,0.04,7.0,0.4
2022-10-25,0.6,40.2,0.04,7.5,0.6
2022-10-26,0.8,37.5,0.04,9.87,0.4
2022-10-27,0.6,42.9,0.05,12.23,0.2
2022-10-28,0.9,43.4,0.05,14.6,0.5
2022-10-29,0.9,41.1,0.05,13.6,0.4
2022-10-30,1.0,50.3,0.06,13.7,0.6
2022-10-31,1.0,48.4,0.04,15.4,0.8
2022-11-01,0.5,28.6,0.04,13.1,0.3
2022-11-02,0.2,19.0,0.04,4.3,0.1
2022-11-03,0.3,26.2,0.04,2.8,0.1
2022-11-04,0.5,35.7,0.03,5.0,0.3
2022-11-05,0.8,37.7,0.03,10.1,1.0
2022-11-06,0.9,30.6,0.05,11.5,0.4
2022-11-07,0.4,22.6,0.02,7.7,0.1
2022-11-08,0.4,20.9,0.04,3.1,0.0
2022-11-09,0.5,30.0,0.04,4.4,0.2
2022-11-10,0.7,34.6,0.03,6.2,0.3
2022-11-11,0.8,38.1,0.04,6.2,0.3
2022-11-12,0.8,33.6,0.04,9.7,0.5
2022-11-13,0.8,33.7,0.04,8.1,0.2
2022-11-14,0.7,42.0,0.03,7.7,0.4
2022-11-15,0.9,41.9,0.03,8.6,0.4
2022-11-16,1.0,45.3,0.03,8.4,0.8
2022-11-17,1.1,42.4,0.03,7.6,1.3
2022-11-18,1.1,44.7,0.03,13.3,0.5
2022-11-19,1.2,40.6,0.04,9.4,0.3
2022-11-20,0.8,40.1,0.04,7.7,0.2
2022-11-21,0.8,47.5,0.03,6.3,0.3
2022-11-22,0.9,45.4,0.03,7.2,0.5
2022-11-23,1.0,48.7,0.02,16.5,0.7
2022-11-24,1.1,43.4,0.04,14.8,0.5
2022-11-25,0.9,39.5,0.04,8.2,0.3
2022-11-26,0.9,37.8,0.03,11.6,0.5
2022-11-27,0.9,45.6,0.04,16.5,0.3
2022-11-28,0.6,26.4,0.04,16.0,0.0
2022-11-29,0.6,37.7,0.04,12.7,0.1
2022-11-30,0.7,29.3,0.04,11.2,0.2
2022-12-01,0.3,28.9,0.03,5.2,0.0
2022-12-02,0.5,31.3,0.03,5.5,0.0
2022-12-03,0.6,26.4,0.03,6.5,0.3
2022-12-04,0.8,26.9,0.02,9.8,0.1
2022-12-05,0.5,34.4,0.04,4.6,0.1
2022-12-06,0.6,30.6,0.03,7.4,0.0
2022-12-07,0.7,34.7,0.03,8.7,0.2
2022-12-08,0.7,35.0,0.03,6.9,0.1
2022-12-09,0.8,36.5,0.02,12.5,0.3
2022-12-10,1.0,28.7,0.03,11.2,0.2
2022-12-11,0.5,29.8,0.04,4.5,0.1
2022-12-12,0.6,31.1,0.03,5.1,0.1
2022-12-13,0.7,34.6,0.03,8.6,0.2
2022-12-14,0.7,34.7,0.03,11.7,0.2
2022-12-15,1.0,39.7,0.02,13.0,0.4
2022-12-16,1.0,39.7,0.02,8.3,0.3
2022-12-17,0.8,38.0,0.03,7.9,0.3
2022-12-18,0.8,35.8,0.03,10.3,0.3
2022-12-19,1.0,46.4,0.03,18.7,0.3
2022-12-20,0.8,39.2,0.03,11.9,0.4
2022-12-21,1.0,41.5,0.02,13.0,0.5
2022-12-22,1.2,51.8,0.02,16.8,0.5
2022-12-23,1.4,48.2,0.02,27.9,0.7
2022-12-24,1.3,41.6,0.03,15.8,0.3
2022-12-25,0.9,40.4,0.04,7.0,0.1
2022-12-26,1.0,40.1,0.02,7.2,0.2
2022-12-27,1.2,39.2,0.02,15.1,0.4
2022-12-28,0.5,25.7,0.03,9.0,0.1
2022-12-29,0.4,25.9,0.02,10.3,0.0
2022-12-30,0.5,31.1,0.02,10.9,0.0
2022-12-31,0.3,14.4,0.02,3.7,0.0
2023-01-01,0.2,18.7,0.04,3.6,0.1
2023-01-02,0.4,22.2,0.03,8.6,0.1
2023-01-03,0.3,21.5,0.03,4.6,0.1
2023-01-04,0.3,25.5,0.03,4.4,0.0
2023-01-05,0.5,27.3,0.04,6.2,0.0
2023-01-06,0.6,33.6,0.03,9.9,0.3
2023-01-07,0.9,35.3,0.02,9.6,0.4
2023-01-08,1.0,43.7,0.03,14.7,0.4
2023-01-09,0.6,37.6,0.03,6.3,0.0
2023-01-10,0.5,29.9,0.04,5.2,0.4
2023-01-11,0.7,32.9,0.03,11.2,0.6
2023-01-12,0.7,37.1,0.02,6.5,1.2
2023-01-13,0.9,37.1,0.02,9.2,0.8
2023-01-14,1.0,34.6,0.02,11.8,0.5
2023-01-15,0.3,23.4,0.04,5.5,0.2
2023-01-16,0.3,25.2,0.04,3.0,0.2
2023-01-17,0.4,32.0,0.03,3.8,0.3
2023-01-18,0.6,31.9,0.03,7.1,0.4
2023-01-19,0.7,27.9,0.03,9.2,0.5
2023-01-20,0.6,36.8,0.04,8.9,0.6
2023-01-21,0.7,33.5,0.03,8.4,0.7
2023-01-22,0.9,36.9,0.03,10.9,0.5
2023-01-23,0.5,43.8,0.03,4.9,0.8
2023-01-24,0.7,39.6,0.03,7.9,0.7
2023-01-25,0.9,47.1,0.03,9.0,0.7
2023-01-26,0.9,41.8,0.03,8.1,0.8
2023-01-27,0.9,43.0,0.03,8.8,1.0
2023-01-28,1.1,37.0,0.04,11.8,0.6
2023-01-29,0.2,22.1,0.04,4.9,0.2
2023-01-30,0.4,34.7,0.03,4.8,0.2
2023-01-31,0.8,46.7,0.03,8.5,0.9
2023-02-01,0.8,42.7,0.03,7.8,0.8
2023-02-02,0.9,48.7,0.02,10.7,0.6
2023-02-03,0.9,40.5,0.03,8.1,0.4
2023-02-04,0.7,42.2,0.04,13.5,0.5
2023-02-05,0.9,34.7,0.04,12.7,0.3
2023-02-06,0.4,40.1,0.04,2.9,0.4
2023-02-07,0.8,44.5,0.03,6.7,7.7
2023-02-08,0.9,43.3,0.04,8.3,2.5
2023-02-09,0.8,46.8,0.04,7.15,0.7
2023-02-10,0.9,46.8,0.04,6.0,0.6
2023-02-11,0.7,38.8,0.04,7.5,0.5
2023-02-12,0.5,26.0,0.04,7.4,0.3
2023-02-13,0.4,30.4,0.04,8.0,0.3
2023-02-14,0.2,17.5,0.04,7.0,0.1
2023-02-15,0.4,40.9,0.03,3.7,0.3
2023-02-16,0.6,43.0,0.04,5.2,0.6
2023-02-17,0.6,46.1,0.04,6.3,0.6
2023-02-18,0.8,41.3,0.04,8.5,0.7
2023-02-19,0.8,35.8,0.04,11.4,0.9
2023-02-20,0.6,42.9,0.05,9.7,0.4
2023-02-21,0.7,44.2,0.04,12.2,0.5
2023-02-22,0.3,28.8,0.04,4.6,0.1
2023-02-23,0.3,24.5,0.04,3.7,0.1
2023-02-24,0.3,19.5,0.04,3.7,0.1
2023-02-25,0.2,10.3,0.04,2.3,0.1
2023-02-26,0.5,31.5,0.04,6.0,0.3
2023-02-27,0.6,36.2,0.02,7.0,0.2
2023-02-28,0.4,28.0,0.04,3.9,0.2
2023-03-01,0.3,13.4,0.04,1.7,0.1
2023-03-02,0.5,36.2,0.04,4.7,0.5
2023-03-03,0.7,31.8,0.04,10.4,0.6
2023-03-04,0.8,29.0,0.04,11.4,0.3
2023-03-05,0.5,28.9,0.04,7.6,0.2
2023-03-06,0.4,28.5,0.05,3.3,0.2
2023-03-07,0.5,32.1,0.04,5.5,0.2
2023-03-08,0.5,34.3,0.04,7.4,0.4
2023-03-09,0.6,30.4,0.04,7.8,0.4
2023-03-10,0.3,23.1,0.03,5.4,0.6
2023-03-11,0.3,16.3,0.02,3.8,0.1
2023-03-12,0.3,13.2,0.03,3.7,0.2
2023-03-13,0.3,23.0,0.03,7.65,0.3
2023-03-14,0.3,23.1,0.02,11.6,0.1
2023-03-15,0.2,10.9,0.03,4.0,0.0
2023-03-16,0.3,23.7,0.04,7.2,0.2
2023-03-17,0.6,35.8,0.04,12.4,0.3
2023-03-18,0.8,38.7,0.05,8.2,0.5
2023-03-19,0.7,32.6,0.04,8.6,0.8
2023-03-20,0.3,18.9,0.04,3.3,0.2
2023-03-21,0.2,41.4,0.05,4.1,0.2
2023-03-22,0.3,24.0,0.04,4.6,0.2
2023-03-23,0.3,24.6,0.04,4.9,0.1
2023-03-24,0.3,8.6,0.05,3.6,0.1
2023-03-25,0.3,27.7,0.05,5.8,0.3
2023-03-26,0.2,22.8,0.05,5.2,0.6
2023-03-27,0.4,45.7,0.05,6.7,0.2
2023-03-28,0.5,34.1,0.05,6.0,1.9
2023-03-29,0.2,15.7,0.05,4.9,0.6
2023-03-30,0.4,30.2,0.04,3.0,0.2
2023-03-31,0.5,40.9,0.05,6.6,0.3
2023-04-01,0.7,28.4,0.05,7.7,0.5
2023-04-02,0.6,24.0,0.05,9.8,0.5
2023-04-03,0.2,7.4,0.05,3.5,0.1
2023-04-04,0.2,14.0,0.04,2.6,0.2
2023-04-05,0.4,30.4,0.05,6.2,0.2
2023-04-06,0.5,36.9,0.06,6.1,0.3
2023-04-07,0.5,35.8,0.05,8.2,0.6
2023-04-08,0.4,24.5,0.04,8.3,0.4
2023-04-09,0.4,32.4,0.05,13.1,0.3
2023-04-10,0.6,37.9,0.05,22.0,0.9
2023-04-11,0.5,25.1,0.05,30.6,0.4
2023-04-12,0.3,20.3,0.03,10.4,0.1
2023-04-13,0.3,18.8,0.04,9.8,0.2
2023-04-14,0.3,21.0,0.04,9.6,0.2
2023-04-15,0.5,25.7,0.05,10.7,0.6
2023-04-16,0.5,21.5,0.04,12.0,0.1
2023-04-17,0.3,18.9,0.05,16.7,0.3
2023-04-18,0.3,20.2,0.05,10.8,0.3
2023-04-19,0.4,36.0,0.05,10.3,0.4
2023-04-20,0.6,51.0,0.06,12.2,0.3
2023-04-21,0.6,43.6,0.07,10.6,0.5
2023-04-22,0.7,34.8,0.08,13.3,0.7
2023-04-23,0.4,18.2,0.05,14.7,0.7
2023-04-24,0.3,16.9,0.05,14.5,0.2
2023-04-25,0.3,16.4,0.05,12.7,0.3
2023-04-26,0.4,20.8,0.06,16.8,0.1
2023-04-27,0.5,38.4,0.05,24.1,0.6
2023-04-28,0.5,36.9,0.05,24.9,0.4
2023-04-29,0.4,25.7,0.05,21.5,0.2
2023-04-30,0.3,13.1,0.05,17.6,0.3
2023-05-01,0.2,18.4,0.04,4.9,0.3
2023-05-02,0.2,17.2,0.04,3.3,0.2
2023-05-03,0.3,28.1,0.04,4.1,0.2
2023-05-04,0.2,13.4,0.04,2.5,0.2
2023-05-05,0.3,24.9,0.04,4.7,0.2
2023-05-06,0.5,20.9,0.04,4.5,0.4
2023-05-07,0.4,20.8,0.04,5.2,0.4
2023-05-08,0.4,20.1,0.04,7.2,0.3
2023-05-09,0.3,24.4,0.04,7.8,0.2
2023-05-10,0.3,24.6,0.04,7.6,0.3
2023-05-11,0.3,24.3,0.05,8.7,0.2
2023-05-12,0.6,23.4,0.05,12.0,0.3
2023-05-13,0.5,21.6,0.05,18.1,0.9
2023-05-14,0.3,10.2,0.06,12.7,0.1
2023-05-15,0.4,21.3,0.05,17.9,0.3
2023-05-16,0.4,13.7,0.05,8.0,0.1
2023-05-17,0.4,22.5,0.05,12.0,0.2
2023-05-18,0.4,24.5,0.05,13.7,0.4
2023-05-19,0.3,16.4,0.04,17.6,0.2
2023-05-20,0.3,13.0,0.05,13.1,0.1
2023-05-21,0.3,11.8,0.06,12.2,0.4
2023-05-22,0.3,23.3,0.04,12.7,0.1
2023-05-23,0.3,19.2,0.03,6.8,0.2
2023-05-24,0.3,22.0,0.04,5.9,0.3
2023-05-25,0.2,14.6,0.04,5.8,0.3
2023-05-26,0.3,30.5,0.04,5.0,0.3
2023-05-27,0.3,21.4,0.04,5.7,0.1
2023-05-28,0.2,8.2,0.04,7.4,0.1
2023-05-29,0.2,10.6,0.04,5.6,0.2
2023-05-30,0.2,12.2,0.04,5.1,0.1
2023-05-31,0.2,12.6,0.03,4.1,0.3
2023-06-01,0.3,17.3,0.03,7.1,0.2
2023-06-02,0.3,18.3,0.04,8.5,0.3
2023-06-03,0.5,25.3,0.05,11.9,0.3
2023-06-04,0.3,10.4,0.05,14.1,0.1
2023-06-05,0.3,19.4,0.04,8.1,0.3
2023-06-06,0.2,10.9,0.04,5.5,0.1
2023-06-07,0.3,22.2,0.04,3.6,0.3
2023-06-08,0.4,18.9,0.04,5.6,0.1
2023-06-09,0.3,20.6,0.04,6.7,0.2
2023-06-10,0.3,16.2,0.04,7.2,0.2
2023-06-11,0.2,9.1,0.04,3.5,0.2
2023-06-12,0.2,16.1,0.04,4.3,0.1
2023-06-13,0.2,14.1,0.04,4.2,0.2
2023-06-14,0.3,22.6,0.03,9.0,0.1
2023-06-15,0.2,20.4,0.03,5.1,0.4
2023-06-16,0.3,18.4,0.04,7.2,0.1
2023-06-17,0.3,19.4,0.04,9.2,0.5
2023-06-18,0.2,10.2,0.04,10.2,0.4
2023-06-19,0.2,14.2,0.04,7.4,0.2
2023-06-20,0.5,24.0,0.04,10.0,0.3
2023-06-21,0.5,26.3,0.05,10.9,1.0
2023-06-22,0.3,23.5,0.04,11.0,0.4
2023-06-23,0.2,22.0,0.04,7.6,0.4
2023-06-24,0.4,24.6,0.04,8.3,0.6
2023-06-25,0.3,19.1,0.05,10.0,0.5
2023-06-26,0.3,23.1,0.05,9.0,0.4
2023-06-27,0.4,20.9,0.05,10.0,0.9
2023-06-28,0.2,13.2,0.04,10.2,0.5
2023-06-29,0.3,20.6,0.05,11.2,0.3
2023-06-30,0.5,28.5,0.05,13.7,0.4
2023-07-01,0.4,22.0,0.06,16.1,0.2
2023-07-02,0.3,16.3,0.06,12.5,0.3
2023-07-03,0.4,24.5,0.05,13.1,0.4
2023-07-04,0.3,19.4,0.05,25.2,0.9
2023-07-05,0.3,21.5,0.05,24.1,0.5
2023-07-06,0.3,20.5,0.05,12.2,0.5
2023-07-07,0.3,13.7,0.05,10.2,0.3
2023-07-08,0.3,22.8,0.06,11.8,0.4
2023-07-09,0.3,18.5,0.06,12.5,0.6
2023-07-10,0.4,24.3,0.06,12.2,0.6
2023-07-11,0.6,33.0,0.07,12.4,0.5
2023-07-12,0.7,34.2,0.06,8.5,1.0
2023-07-13,0.5,38.4,0.05,8.0,1.2
2023-07-14,0.6,48.0,0.06,10.0,1.3
2023-07-15,0.4,27.3,0.06,14.5,1.6
2023-07-16,0.4,28.7,0.06,13.1,0.9
2023-07-17,0.4,23.3,0.06,12.6,1.0
2023-07-18,0.4,28.4,0.05,8.6,0.5
2023-07-19,0.4,20.8,0.04,9.2,0.9
2023-07-20,0.6,30.3,0.05,13.3,1.7
2023-07-21,0.5,44.0,0.05,14.4,1.4
2023-07-22,0.4,21.8,0.06,14.5,0.7
2023-07-23,0.3,18.5,0.06,12.8,0.5
2023-07-24,0.5,24.1,0.06,13.2,0.3
2023-07-25,0.6,31.4,0.07,13.8,0.7
2023-07-26,0.6,43.1,0.05,14.7,1.5
2023-07-27,0.7,34.4,0.06,15.6,2.0
2023-07-28,0.5,27.6,0.05,16.5,1.5
2023-07-29,0.5,32.0,0.07,17.5,0.5
2023-07-30,0.4,31.1,0.06,15.9,0.5
2023-07-31,0.4,30.3,0.05,16.8,0.6
2023-08-01,0.5,27.8,0.06,14.8,0.9
2023-08-02,0.4,29.5,0.05,12.8,1.3
2023-08-03,0.4,28.0,0.05,10.8,1.2
2023-08-04,0.4,22.7,0.06,11.3,0.3
2023-08-05,0.5,24.4,0.05,13.9,1.0
2023-08-06,0.4,24.7,0.07,17.4,0.4
2023-08-07,0.5,31.2,0.06,14.7,1.0
2023-08-08,0.4,23.0,0.04,10.0,0.8
2023-08-09,0.3,22.0,0.03,10.8,0.5
2023-08-10,0.2,19.3,0.03,7.0,0.4
2023-08-11,0.3,15.3,0.04,8.1,0.1
2023-08-12,0.3,18.5,0.04,10.2,0.5
2023-08-13,0.4,25.5,0.04,10.2,0.5
2023-08-14,0.3,18.8,0.04,9.7,0.1
2023-08-15,0.4,25.5,0.05,8.7,0.5
2023-08-16,0.4,26.5,0.04,9.5,0.5
2023-08-17,0.6,34.2,0.05,12.0,0.5
2023-08-18,0.4,23.5,0.05,9.0,0.6
2023-08-19,0.4,28.3,0.04,8.9,1.0
2023-08-20,0.5,26.3,0.03,6.2,0.3
2023-08-21,0.2,11.5,0.04,4.5,0.2
2023-08-22,0.5,26.6,0.04,8.9,0.4
2023-08-23,0.5,26.5,0.04,11.8,0.4
2023-08-24,0.4,21.6,0.04,11.8,0.2
2023-08-25,0.6,28.3,0.05,9.2,0.5
2023-08-26,0.5,38.0,0.05,12.2,0.6
2023-08-27,0.7,35.2,0.06,13.6,0.6
2023-08-28,0.9,64.3,0.08,16.0,0.6
2023-08-29,0.7,52.0,0.08,16.9,0.8
2023-08-30,0.7,48.2,0.07,18.7,2.6
2023-08-31,0.4,35.3,0.05,20.4,0.6
2023-09-01,0.3,19.1,0.04,17.0,0.3
2023-09-02,0.3,14.7,0.02,8.5,0.2
2023-09-03,0.2,16.3,0.03,7.3,0.5
2023-09-04,0.3,15.1,0.04,9.2,0.4
2023-09-05,0.3,21.8,0.03,10.0,0.3
2023-09-06,0.3,19.2,0.05,9.7,0.2
2023-09-07,0.6,30.5,0.06,13.5,0.9
2023-09-08,0.7,31.4,0.08,13.1,0.5
2023-09-09,0.7,32.9,0.05,12.0,0.7
2023-09-10,0.4,25.3,0.07,13.0,0.8
2023-09-11,0.8,47.3,0.05,16.5,1.4
2023-09-12,0.5,32.5,0.05,15.4,1.6
2023-09-13,0.3,14.0,0.05,12.3,0.2
2023-09-14,0.3,20.7,0.05,11.7,0.3
2023-09-15,0.4,23.7,0.05,12.5,0.2
2023-09-16,0.3,12.5,0.04,10.9,0.1
2023-09-17,0.3,10.3,0.05,6.1,0.1
2023-09-18,0.3,20.3,0.05,8.2,0.4
2023-09-19,0.3,22.5,0.05,9.9,0.4
2023-09-20,0.2,13.5,0.04,10.0,0.2
2023-09-21,0.3,21.4,0.04,17.7,0.22
2023-09-22,0.6,29.3,0.04,21.0,0.25
2023-09-23,0.6,28.5,0.06,23.4,0.28
2023-09-24,0.7,27.4,0.06,24.2,0.3
2023-09-25,0.7,37.4,0.05,20.47,0.32
2023-09-26,0.7,37.4,0.04,16.73,0.35
2023-09-27,0.7,33.8,0.05,13.0,0.38
2023-09-28,0.3,21.3,0.05,14.4,0.4
2023-09-29,0.3,14.5,0.04,11.0,0.3
2023-09-30,0.2,18.7,0.03,6.5,0.2
2023-10-01,0.3,25.9,0.04,6.6,0.2
2023-10-02,0.5,21.2,0.04,9.0,0.4
2023-10-03,0.5,39.9,0.05,10.5,0.4
2023-10-04,0.7,41.35,0.05,10.7,0.5
2023-10-05,0.8,42.8,0.05,9.2,0.6
2023-10-06,0.7,51.8,0.06,11.0,1.0
2023-10-07,0.8,40.0,0.08,15.7,1.4
2023-10-08,0.8,39.6,0.06,17.2,0.5
2023-10-09,0.5,27.8,0.04,19.0,0.4
2023-10-10,0.4,25.1,0.04,9.1,0.3
2023-10-11,0.3,22.3,0.04,9.5,0.7
2023-10-12,0.5,27.5,0.05,11.1,0.4
2023-10-13,0.6,43.8,0.05,12.7,0.7
2023-10-14,0.7,40.6,0.06,13.7,1.0
2023-10-15,0.8,42.3,0.07,11.1,0.4
2023-10-16,0.9,47.8,0.06,13.3,0.7
2023-10-17,0.8,43.9,0.06,18.3,1.4
2023-10-18,0.9,51.8,0.06,18.0,0.4
2023-10-19,1.0,40.7,0.06,15.1,0.5
2023-10-20,1.0,48.2,0.05,15.1,1.5
2023-10-21,1.0,33.8,0.04,11.8,1.1
2023-10-22,0.6,22.6,0.04,6.8,0.4
2023-10-23,0.4,30.0,0.04,6.8,0.4
